ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1514,Ag1,M,Ed5,US,WA,S34,S36,S40,S39,S38,I3,SS00,CL3,CL0,CL0,CL2,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL0,CL2,CL2,CL2,CL2,CL6,CL0,CL2
1515,Ag2,M,Ed4,US,WH,S48,S22,S48,S41,S27,I4,SS04,CL3,CL2,CL0,CL4,CL6,CL2,CL6,CL2,CL2,CL2,CL4,CL0,CL2,CL2,CL6,CL2,CL6,CL0,CL0
1516,Ag1,M,Ed5,US,WH,S46,S37,S46,S34,S33,I8,SS09,CL6,CL5,CL0,CL6,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL5,CL0,CL2
1517,Ag1,M,Ed4,US,WH,S28,S52,S56,S36,S39,I8,SS10,CL5,CL4,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL6,CL3,CL3,CL6,CL0,CL3
1518,Ag4,M,Ed9,US,WH,S42,S30,S55,S37,S38,I8,SS08,CL5,CL3,CL1,CL2,CL6,CL3,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL2,CL1,CL5,CL0,CL0
1519,Ag1,M,Ed6,US,WH,S36,S28,S57,S37,S43,I4,SS07,CL6,CL0,CL0,CL3,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL3,CL0,CL3,CL0,CL2
1520,Ag1,M,Ed5,US,WH,S33,S34,S37,S34,S27,I2,SS06,CL0,CL2,CL3,CL2,CL3,CL4,CL1,CL3,CL2,CL1,CL2,CL1,CL2,CL1,CL2,CL4,CL2,CL3,CL1
1521,Ag1,M,Ed5,OT,WH,S49,S38,S45,S42,S32,I4,SS05,CL5,CL3,CL2,CL2,CL6,CL2,CL6,CL5,CL0,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL2
1522,Ag1,M,Ed6,US,WH,S49,S28,S53,S37,S31,I7,SS08,CL5,CL5,CL0,CL4,CL5,CL6,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL5,CL2,CL5,CL6,CL0,CL0
1523,Ag2,M,Ed6,US,WH,S35,S19,S54,S52,S45,I1,SS00,CL3,CL6,CL3,CL5,CL6,CL3,CL3,CL5,CL0,CL5,CL0,CL5,CL5,CL5,CL5,CL4,CL6,CL0,CL0
1524,Ag1,M,Ed5,US,WH,S44,S53,S57,S44,S37,I8,SS10,CL4,CL6,CL3,CL4,CL6,CL3,CL6,CL3,CL0,CL3,CL2,CL0,CL5,CL5,CL3,CL5,CL6,CL0,CL3
1525,Ag1,M,Ed4,US,WH,S51,S23,S54,S46,S31,I5,SS07,CL2,CL2,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL2,CL2,CL3,CL6,CL0,CL2
1526,Ag1,M,Ed2,AU,WH,S44,S48,S48,S35,S35,I6,SS10,CL6,CL4,CL0,CL0,CL6,CL4,CL3,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1527,Ag1,M,Ed4,US,WH,S41,S48,S54,S40,S38,I8,SS08,CL5,CL3,CL0,CL3,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL4,CL3,CL0,CL0
1528,Ag1,M,Ed5,US,WH,S45,S40,S53,S35,S30,I7,SS07,CL6,CL3,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL2,CL3,CL6,CL0,CL3
1529,Ag1,F,Ed7,UK,WH,S20,S52,S50,S33,S43,I7,SS10,CL6,CL0,CL2,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1530,Ag1,M,Ed5,US,WH,S22,S46,S56,S43,S41,I7,SS08,CL5,CL6,CL2,CL5,CL6,CL6,CL6,CL4,CL3,CL4,CL0,CL3,CL5,CL4,CL0,CL3,CL6,CL0,CL4
1531,Ag1,M,Ed1,NZ,WH,S25,S33,S53,S51,S38,I6,SS09,CL3,CL0,CL0,CL2,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL5,CL2,CL0,CL1
1532,Ag2,F,Ed7,US,OT,S34,S46,S54,S48,S40,I3,SS06,CL5,CL6,CL4,CL4,CL6,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL3,CL0,CL3,CL6,CL0,CL0
1533,Ag1,M,Ed5,US,WH,S46,S27,S50,S42,S22,I6,SS05,CL5,CL3,CL0,CL3,CL5,CL4,CL4,CL3,CL3,CL4,CL2,CL0,CL4,CL3,CL3,CL3,CL6,CL0,CL2
1534,Ag1,M,Ed5,US,OT,S27,S48,S43,S39,S42,I6,SS09,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL0
1535,Ag2,M,Ed4,AU,WH,S36,S42,S39,S45,S37,I2,SS08,CL6,CL5,CL4,CL3,CL5,CL5,CL6,CL3,CL0,CL4,CL0,CL2,CL3,CL2,CL6,CL0,CL5,CL0,CL0
1536,Ag3,F,Ed5,IE,WH,S39,S40,S40,S39,S38,I2,SS06,CL5,CL3,CL2,CL0,CL6,CL4,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL1,CL0,CL1,CL5,CL0,CL1
1537,Ag1,F,Ed5,US,OT,S31,S45,S48,S55,S53,I1,SS05,CL5,CL6,CL0,CL4,CL6,CL3,CL6,CL4,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL3,CL4,CL4,CL3
1538,Ag1,F,Ed5,US,WH,S37,S33,S38,S46,S33,I2,SS08,CL5,CL0,CL0,CL0,CL6,CL5,CL4,CL3,CL0,CL3,CL0,CL0,CL5,CL4,CL0,CL3,CL4,CL0,CL0
1539,Ag1,F,Ed5,US,OT,S36,S51,S42,S40,S55,I6,SS10,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1540,Ag1,M,Ed5,US,WH,S47,S35,S52,S49,S35,I7,SS08,CL6,CL3,CL3,CL4,CL6,CL5,CL4,CL3,CL3,CL3,CL3,CL3,CL4,CL3,CL3,CL4,CL6,CL0,CL2
1541,Ag1,F,Ed5,US,WH,S42,S39,S57,S52,S43,I6,SS03,CL6,CL0,CL0,CL0,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL2,CL3,CL4,CL0,CL3,CL6,CL0,CL0
1542,Ag1,M,Ed5,US,WH,S22,S48,S39,S46,S48,I4,SS10,CL6,CL6,CL0,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL4,CL3,CL0,CL4,CL6,CL0,CL0
1543,Ag2,M,Ed5,US,WH,S44,S18,S48,S34,S26,I6,SS08,CL6,CL3,CL0,CL4,CL4,CL6,CL5,CL2,CL2,CL2,CL5,CL2,CL6,CL3,CL3,CL4,CL3,CL0,CL2
1544,Ag1,M,Ed5,UK,WH,S34,S37,S41,S38,S29,I7,SS08,CL4,CL2,CL0,CL0,CL5,CL4,CL6,CL2,CL0,CL2,CL0,CL3,CL5,CL0,CL0,CL2,CL2,CL0,CL0
1545,Ag1,M,Ed5,US,WH,S44,S45,S52,S47,S36,I4,SS06,CL4,CL4,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1546,Ag1,F,Ed5,US,WH,S46,S33,S52,S44,S41,I2,SS07,CL3,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1547,Ag1,M,Ed4,US,OT,S33,S26,S48,S39,S33,I5,SS07,CL3,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL3,CL2,CL0,CL0
1548,Ag1,F,Ed5,US,WH,S50,S41,S52,S43,S46,I5,SS08,CL3,CL3,CL0,CL2,CL5,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL3,CL0,CL0,CL0
1549,Ag2,M,Ed7,UK,WH,S25,S36,S34,S45,S50,I1,SS03,CL5,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1550,Ag2,F,Ed8,UK,WH,S29,S33,S50,S45,S50,I2,SS03,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1551,Ag2,F,Ed6,UK,WH,S31,S40,S38,S45,S42,I4,SS04,CL6,CL2,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1552,Ag5,F,Ed6,UK,WH,S40,S29,S33,S37,S39,I1,SS00,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1553,Ag4,F,Ed5,UK,WH,S34,S33,S37,S39,S45,I3,SS06,CL6,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
1554,Ag4,F,Ed6,UK,WH,S30,S36,S37,S49,S48,I1,SS00,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1555,Ag1,M,Ed5,UK,WH,S35,S22,S40,S31,S39,I7,SS05,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL2
1556,Ag2,M,Ed8,UK,WH,S22,S47,S46,S43,S51,I4,SS06,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL4,CL0,CL0
1557,Ag1,F,Ed8,UK,WH,S39,S45,S39,S45,S44,I3,SS07,CL6,CL0,CL0,CL3,CL6,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1558,Ag2,F,Ed5,UK,WH,S24,S50,S42,S53,S49,I4,SS05,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1559,Ag5,F,Ed7,UK,WH,S20,S50,S49,S48,S52,I4,SS04,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1560,Ag1,F,Ed7,UK,WB,S27,S39,S40,S38,S50,I2,SS05,CL5,CL0,CL0,CL0,CL5,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1561,Ag2,F,Ed8,UK,AS,S43,S41,S41,S37,S49,I1,SS03,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1562,Ag3,F,Ed7,UK,WH,S42,S29,S44,S45,S41,I2,SS00,CL1,CL1,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1563,Ag4,F,Ed1,UK,WH,S38,S38,S37,S39,S40,I3,SS04,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1564,Ag3,M,Ed6,UK,WH,S43,S29,S40,S42,S33,I6,SS06,CL4,CL2,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL3,CL0,CL1,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1565,Ag3,F,Ed7,UK,WH,S35,S51,S26,S38,S56,I1,SS01,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1566,Ag4,F,Ed6,UK,WH,S31,S38,S36,S52,S54,I2,SS04,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1567,Ag3,F,Ed6,UK,WH,S44,S45,S48,S51,S44,I1,SS02,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1568,Ag4,F,Ed6,UK,WH,S57,S20,S44,S37,S36,I2,SS01,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1569,Ag3,M,Ed8,UK,WH,S22,S45,S54,S54,S42,I4,SS05,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1570,Ag2,M,Ed7,UK,WH,S35,S43,S38,S38,S40,I1,SS03,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1571,Ag2,F,Ed8,UK,WH,S26,S48,S43,S42,S42,I6,SS03,CL5,CL0,CL3,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1572,Ag4,M,Ed6,UK,WH,S28,S37,S46,S54,S47,I2,SS04,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1573,Ag1,F,Ed5,UK,WH,S30,S38,S40,S47,S46,I2,SS01,CL3,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1574,Ag2,F,Ed8,UK,WH,S39,S40,S44,S47,S45,I4,SS08,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1575,Ag4,F,Ed6,UK,WH,S46,S42,S51,S53,S38,I6,SS03,CL3,CL0,CL0,CL3,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1576,Ag3,F,Ed7,UK,WH,S35,S46,S38,S49,S52,I1,SS00,CL3,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1577,Ag3,F,Ed5,UK,WH,S33,S41,S33,S40,S45,I1,SS04,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1578,Ag2,F,Ed8,UK,WH,S33,S45,S42,S52,S48,I4,SS03,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1579,Ag4,F,Ed7,UK,WH,S26,S39,S38,S40,S46,I1,SS03,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1580,Ag4,F,Ed8,UK,WH,S40,S37,S55,S51,S47,I3,SS04,CL4,CL0,CL0,CL2,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1581,Ag3,F,Ed2,UK,WH,S31,S41,S43,S51,S46,I1,SS04,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1582,Ag4,F,Ed6,UK,WH,S42,S29,S29,S37,S43,I1,SS00,CL5,CL0,CL0,CL2,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1583,Ag3,F,Ed8,UK,WH,S33,S39,S37,S46,S51,I3,SS03,CL4,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1584,Ag3,M,Ed6,UK,WH,S39,S31,S46,S48,S43,I2,SS03,CL6,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1585,Ag3,F,Ed8,UK,WH,S43,S54,S47,S54,S43,I4,SS08,CL5,CL0,CL0,CL0,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1586,Ag2,F,Ed7,UK,WH,S37,S47,S47,S42,S46,I6,SS07,CL6,CL1,CL2,CL3,CL6,CL2,CL6,CL4,CL2,CL3,CL0,CL1,CL3,CL0,CL0,CL2,CL3,CL0,CL0
1587,Ag3,F,Ed7,UK,WH,S36,S39,S52,S41,S46,I4,SS03,CL5,CL1,CL1,CL3,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL1,CL0,CL0
1588,Ag3,F,Ed6,UK,WH,S32,S45,S34,S39,S45,I3,SS05,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1589,Ag3,M,Ed2,UK,WH,S24,S53,S42,S39,S43,I3,SS05,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1590,Ag3,M,Ed6,UK,WH,S19,S49,S46,S45,S48,I5,SS06,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1591,Ag3,F,Ed7,UK,WH,S44,S35,S40,S52,S49,I3,SS07,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1592,Ag4,F,Ed6,UK,WH,S19,S45,S39,S58,S49,I1,SS00,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1593,Ag4,F,Ed7,UK,WH,S28,S52,S43,S50,S45,I6,SS10,CL5,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1594,Ag3,F,Ed9,UK,WH,S36,S45,S48,S43,S41,I3,SS04,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1595,Ag2,F,Ed7,UK,WH,S33,S47,S43,S42,S45,I2,SS03,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1596,Ag2,F,Ed7,UK,WH,S30,S51,S52,S43,S40,I7,SS08,CL5,CL0,CL1,CL0,CL5,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1597,Ag5,F,Ed5,UK,WH,S35,S44,S47,S46,S45,I3,SS01,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1598,Ag3,F,Ed7,UK,WH,S29,S42,S39,S47,S43,I2,SS03,CL5,CL0,CL1,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1599,Ag2,F,Ed8,UK,WH,S28,S48,S33,S44,S47,I2,SS03,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1600,Ag2,F,Ed6,UK,WH,S25,S47,S36,S45,S42,I2,SS03,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1601,Ag2,F,Ed6,UK,WH,S29,S46,S38,S42,S46,I4,SS05,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1602,Ag2,M,Ed8,UK,WH,S37,S44,S47,S37,S52,I2,SS01,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1603,Ag5,F,Ed8,UK,WH,S39,S43,S53,S41,S36,I5,SS08,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1604,Ag2,F,Ed7,UK,WH,S35,S56,S57,S49,S35,I8,SS09,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1605,Ag4,M,Ed2,UK,WH,S32,S52,S46,S48,S50,I1,SS03,CL5,CL0,CL2,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1606,Ag2,F,Ed7,UK,AS,S33,S53,S30,S37,S41,I7,SS05,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1607,Ag3,F,Ed6,UK,WH,S22,S49,S49,S46,S46,I2,SS02,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
1608,Ag3,F,Ed8,UK,WH,S28,S42,S46,S42,S49,I3,SS05,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1609,Ag2,M,Ed5,US,WH,S33,S32,S59,S37,S37,I7,SS08,CL3,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL3,CL5,CL2,CL0,CL6,CL3,CL2,CL3,CL6,CL0,CL1
1610,Ag2,F,Ed7,UK,WH,S34,S32,S34,S49,S47,I2,SS00,CL4,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1611,Ag4,F,Ed7,UK,WH,S38,S44,S39,S48,S38,I1,SS00,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1612,Ag2,F,Ed7,UK,WH,S32,S37,S36,S50,S48,I1,SS01,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1613,Ag3,F,Ed7,UK,WB,S37,S48,S39,S46,S42,I3,SS05,CL5,CL1,CL1,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1
1614,Ag2,M,Ed5,UK,WH,S15,S54,S48,S33,S46,I6,SS09,CL4,CL1,CL2,CL0,CL6,CL1,CL6,CL3,CL0,CL4,CL0,CL0,CL3,CL1,CL0,CL2,CL0,CL0,CL1
1615,Ag3,F,Ed9,UK,WH,S25,S43,S54,S50,S57,I3,SS06,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1616,Ag5,M,Ed6,UK,WH,S42,S29,S35,S48,S39,I4,SS05,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1617,Ag2,M,Ed8,UK,WH,S41,S40,S51,S47,S40,I6,SS10,CL5,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL1,CL3,CL0,CL0
1618,Ag4,M,Ed6,UK,WH,S39,S41,S38,S47,S46,I5,SS04,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1619,Ag2,M,Ed5,US,WH,S39,S38,S53,S41,S35,I6,SS10,CL5,CL4,CL0,CL5,CL6,CL6,CL4,CL3,CL1,CL2,CL3,CL1,CL2,CL3,CL4,CL3,CL6,CL0,CL0
1620,Ag4,M,Ed6,UK,WH,S37,S40,S43,S39,S47,I3,SS07,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1621,Ag2,M,Ed7,UK,BL,S49,S38,S39,S41,S40,I4,SS04,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1622,Ag3,M,Ed6,UK,WH,S22,S39,S50,S46,S49,I4,SS05,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1623,Ag3,M,Ed7,UK,WH,S41,S34,S37,S47,S35,I4,SS02,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1624,Ag4,M,Ed8,UK,WH,S37,S35,S45,S38,S40,I2,SS03,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1625,Ag3,M,Ed5,UK,WH,S28,S43,S46,S44,S43,I3,SS06,CL5,CL1,CL2,CL3,CL6,CL3,CL5,CL2,CL1,CL2,CL0,CL2,CL0,CL1,CL2,CL2,CL2,CL0,CL0
1626,Ag3,F,Ed6,UK,WH,S28,S42,S37,S48,S47,I1,SS02,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1627,Ag2,F,Ed6,UK,WH,S23,S44,S36,S47,S46,I1,SS02,CL5,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1628,Ag2,F,Ed8,UK,WH,S20,S48,S37,S42,S51,I1,SS00,CL4,CL1,CL0,CL3,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1629,Ag2,F,Ed8,UK,WH,S42,S40,S46,S48,S42,I1,SS04,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
